,cellID,cellType,sampleID
2676,human2_lib2.final_cell_0181,delta,indiv2
2679,human2_lib2.final_cell_0184,delta,indiv2
2737,human2_lib2.final_cell_0242,delta,indiv2
2755,human2_lib2.final_cell_0260,delta,indiv2
2778,human2_lib2.final_cell_0283,delta,indiv2
2791,human2_lib2.final_cell_0296,delta,indiv2
2805,human2_lib2.final_cell_0310,delta,indiv2
2810,human2_lib2.final_cell_0315,delta,indiv2
2830,human2_lib2.final_cell_0335,delta,indiv2
2922,human2_lib2.final_cell_0427,delta,indiv2
3051,human2_lib2.final_cell_0556,delta,indiv2
3097,human2_lib3.final_cell_0002,delta,indiv2
3098,human2_lib3.final_cell_0003,delta,indiv2
3105,human2_lib3.final_cell_0010,delta,indiv2
3109,human2_lib3.final_cell_0014,delta,indiv2
3114,human2_lib3.final_cell_0019,delta,indiv2
3115,human2_lib3.final_cell_0020,delta,indiv2
3118,human2_lib3.final_cell_0023,delta,indiv2
3119,human2_lib3.final_cell_0024,delta,indiv2
3121,human2_lib3.final_cell_0026,delta,indiv2
3126,human2_lib3.final_cell_0031,delta,indiv2
3128,human2_lib3.final_cell_0033,delta,indiv2
3134,human2_lib3.final_cell_0039,delta,indiv2
3136,human2_lib3.final_cell_0041,delta,indiv2
3138,human2_lib3.final_cell_0043,delta,indiv2
3142,human2_lib3.final_cell_0047,delta,indiv2
3143,human2_lib3.final_cell_0048,delta,indiv2
3149,human2_lib3.final_cell_0054,delta,indiv2
3164,human2_lib3.final_cell_0069,delta,indiv2
3182,human2_lib3.final_cell_0087,delta,indiv2
3183,human2_lib3.final_cell_0088,delta,indiv2
3190,human2_lib3.final_cell_0095,delta,indiv2
3193,human2_lib3.final_cell_0098,delta,indiv2
3218,human2_lib3.final_cell_0123,delta,indiv2
3232,human2_lib3.final_cell_0137,delta,indiv2
3244,human2_lib3.final_cell_0149,delta,indiv2
3254,human2_lib3.final_cell_0159,delta,indiv2
3256,human2_lib3.final_cell_0161,delta,indiv2
3267,human2_lib3.final_cell_0172,delta,indiv2
3297,human2_lib3.final_cell_0202,delta,indiv2
3305,human2_lib3.final_cell_0210,delta,indiv2
3318,human2_lib3.final_cell_0223,delta,indiv2
3321,human2_lib3.final_cell_0226,delta,indiv2
3338,human2_lib3.final_cell_0243,delta,indiv2
3344,human2_lib3.final_cell_0249,delta,indiv2
3345,human2_lib3.final_cell_0250,delta,indiv2
3347,human2_lib3.final_cell_0252,delta,indiv2
3355,human2_lib3.final_cell_0260,delta,indiv2
3383,human2_lib3.final_cell_0288,delta,indiv2
3401,human2_lib3.final_cell_0306,delta,indiv2
3406,human2_lib3.final_cell_0311,delta,indiv2
3409,human2_lib3.final_cell_0314,delta,indiv2
3412,human2_lib3.final_cell_0317,delta,indiv2
3426,human2_lib3.final_cell_0331,delta,indiv2
3441,human2_lib3.final_cell_0346,delta,indiv2
3445,human2_lib3.final_cell_0350,delta,indiv2
3465,human2_lib3.final_cell_0370,delta,indiv2
3505,human2_lib3.final_cell_0410,delta,indiv2
3519,human2_lib3.final_cell_0424,delta,indiv2
3533,human2_lib3.final_cell_0438,delta,indiv2
3538,human2_lib3.final_cell_0443,delta,indiv2
3552,human2_lib3.final_cell_0457,delta,indiv2
3586,human2_lib3.final_cell_0491,delta,indiv2
21,human1_lib1.final_cell_0022,alpha,indiv1
25,human1_lib1.final_cell_0026,alpha,indiv1
61,human1_lib1.final_cell_0062,alpha,indiv1
66,human1_lib1.final_cell_0067,alpha,indiv1
69,human1_lib1.final_cell_0070,alpha,indiv1
101,human1_lib1.final_cell_0102,alpha,indiv1
102,human1_lib1.final_cell_0103,alpha,indiv1
130,human1_lib1.final_cell_0131,alpha,indiv1
131,human1_lib1.final_cell_0132,alpha,indiv1
134,human1_lib1.final_cell_0135,alpha,indiv1
137,human1_lib1.final_cell_0138,alpha,indiv1
158,human1_lib1.final_cell_0159,alpha,indiv1
160,human1_lib1.final_cell_0161,alpha,indiv1
182,human1_lib1.final_cell_0183,alpha,indiv1
184,human1_lib1.final_cell_0185,alpha,indiv1
186,human1_lib1.final_cell_0187,alpha,indiv1
190,human1_lib1.final_cell_0191,alpha,indiv1
197,human1_lib1.final_cell_0198,alpha,indiv1
201,human1_lib1.final_cell_0202,alpha,indiv1
204,human1_lib1.final_cell_0205,alpha,indiv1
207,human1_lib1.final_cell_0208,alpha,indiv1
211,human1_lib1.final_cell_0212,alpha,indiv1
225,human1_lib1.final_cell_0226,alpha,indiv1
244,human1_lib1.final_cell_0245,alpha,indiv1
247,human1_lib1.final_cell_0248,alpha,indiv1
256,human1_lib1.final_cell_0257,alpha,indiv1
262,human1_lib1.final_cell_0263,alpha,indiv1
269,human1_lib1.final_cell_0270,alpha,indiv1
271,human1_lib1.final_cell_0272,alpha,indiv1
273,human1_lib1.final_cell_0274,alpha,indiv1
278,human1_lib1.final_cell_0279,alpha,indiv1
279,human1_lib1.final_cell_0280,alpha,indiv1
284,human1_lib1.final_cell_0285,alpha,indiv1
321,human1_lib1.final_cell_0322,alpha,indiv1
323,human1_lib1.final_cell_0324,alpha,indiv1
325,human1_lib1.final_cell_0326,alpha,indiv1
326,human1_lib1.final_cell_0327,alpha,indiv1
331,human1_lib1.final_cell_0332,alpha,indiv1
333,human1_lib1.final_cell_0334,alpha,indiv1
344,human1_lib1.final_cell_0345,alpha,indiv1
347,human1_lib1.final_cell_0348,alpha,indiv1
356,human1_lib1.final_cell_0357,alpha,indiv1
364,human1_lib1.final_cell_0365,alpha,indiv1
365,human1_lib1.final_cell_0366,alpha,indiv1
380,human1_lib1.final_cell_0381,alpha,indiv1
384,human1_lib1.final_cell_0385,alpha,indiv1
389,human1_lib1.final_cell_0390,alpha,indiv1
400,human1_lib1.final_cell_0401,alpha,indiv1
405,human1_lib1.final_cell_0406,alpha,indiv1
413,human1_lib1.final_cell_0414,alpha,indiv1
432,human1_lib1.final_cell_0433,alpha,indiv1
434,human1_lib1.final_cell_0435,alpha,indiv1
457,human1_lib1.final_cell_0458,alpha,indiv1
491,human1_lib1.final_cell_0492,alpha,indiv1
493,human1_lib1.final_cell_0494,alpha,indiv1
501,human1_lib1.final_cell_0502,alpha,indiv1
505,human1_lib1.final_cell_0506,alpha,indiv1
518,human1_lib1.final_cell_0519,alpha,indiv1
542,human1_lib1.final_cell_0543,alpha,indiv1
565,human1_lib1.final_cell_0566,alpha,indiv1
578,human1_lib2.final_cell_0011,alpha,indiv1
590,human1_lib2.final_cell_0023,alpha,indiv1
605,human1_lib2.final_cell_0038,alpha,indiv1
616,human1_lib2.final_cell_0049,alpha,indiv1
618,human1_lib2.final_cell_0051,alpha,indiv1
619,human1_lib2.final_cell_0052,alpha,indiv1
632,human1_lib2.final_cell_0065,alpha,indiv1
659,human1_lib2.final_cell_0092,alpha,indiv1
681,human1_lib2.final_cell_0114,alpha,indiv1
698,human1_lib2.final_cell_0131,alpha,indiv1
741,human1_lib2.final_cell_0174,alpha,indiv1
753,human1_lib2.final_cell_0186,alpha,indiv1
787,human1_lib2.final_cell_0220,alpha,indiv1
791,human1_lib2.final_cell_0224,alpha,indiv1
798,human1_lib2.final_cell_0231,alpha,indiv1
802,human1_lib2.final_cell_0235,alpha,indiv1
812,human1_lib2.final_cell_0245,alpha,indiv1
814,human1_lib2.final_cell_0247,alpha,indiv1
815,human1_lib2.final_cell_0248,alpha,indiv1
817,human1_lib2.final_cell_0250,alpha,indiv1
820,human1_lib2.final_cell_0253,alpha,indiv1
828,human1_lib2.final_cell_0261,alpha,indiv1
829,human1_lib2.final_cell_0262,alpha,indiv1
832,human1_lib2.final_cell_0265,alpha,indiv1
834,human1_lib2.final_cell_0267,alpha,indiv1
842,human1_lib2.final_cell_0275,alpha,indiv1
851,human1_lib2.final_cell_0284,alpha,indiv1
858,human1_lib2.final_cell_0291,alpha,indiv1
861,human1_lib2.final_cell_0294,alpha,indiv1
863,human1_lib2.final_cell_0296,alpha,indiv1
864,human1_lib2.final_cell_0297,alpha,indiv1
865,human1_lib2.final_cell_0298,alpha,indiv1
868,human1_lib2.final_cell_0301,alpha,indiv1
869,human1_lib2.final_cell_0302,alpha,indiv1
871,human1_lib2.final_cell_0304,alpha,indiv1
875,human1_lib2.final_cell_0308,alpha,indiv1
878,human1_lib2.final_cell_0311,alpha,indiv1
879,human1_lib2.final_cell_0312,alpha,indiv1
898,human1_lib2.final_cell_0331,alpha,indiv1
906,human1_lib2.final_cell_0339,alpha,indiv1
908,human1_lib2.final_cell_0341,alpha,indiv1
916,human1_lib2.final_cell_0349,alpha,indiv1
918,human1_lib2.final_cell_0351,alpha,indiv1
922,human1_lib2.final_cell_0355,alpha,indiv1
934,human1_lib2.final_cell_0367,alpha,indiv1
938,human1_lib2.final_cell_0371,alpha,indiv1
945,human1_lib2.final_cell_0378,alpha,indiv1
953,human1_lib2.final_cell_0386,alpha,indiv1
957,human1_lib2.final_cell_0390,alpha,indiv1
966,human1_lib2.final_cell_0399,alpha,indiv1
967,human1_lib2.final_cell_0400,alpha,indiv1
968,human1_lib2.final_cell_0401,alpha,indiv1
970,human1_lib2.final_cell_0403,alpha,indiv1
976,human1_lib2.final_cell_0409,alpha,indiv1
990,human1_lib2.final_cell_0423,alpha,indiv1
993,human1_lib2.final_cell_0426,alpha,indiv1
999,human1_lib2.final_cell_0432,alpha,indiv1
1002,human1_lib2.final_cell_0435,alpha,indiv1
1006,human1_lib2.final_cell_0439,alpha,indiv1
1024,human1_lib2.final_cell_0457,alpha,indiv1
1026,human1_lib2.final_cell_0459,alpha,indiv1
1048,human1_lib2.final_cell_0481,alpha,indiv1
1049,human1_lib2.final_cell_0482,alpha,indiv1
1053,human1_lib2.final_cell_0486,alpha,indiv1
1059,human1_lib2.final_cell_0492,alpha,indiv1
1069,human1_lib2.final_cell_0502,alpha,indiv1
1071,human1_lib2.final_cell_0504,alpha,indiv1
1078,human1_lib2.final_cell_0511,alpha,indiv1
1081,human1_lib2.final_cell_0514,alpha,indiv1
1082,human1_lib2.final_cell_0515,alpha,indiv1
1094,human1_lib2.final_cell_0527,alpha,indiv1
1110,human1_lib2.final_cell_0543,alpha,indiv1
1128,human1_lib2.final_cell_0561,alpha,indiv1
1132,human1_lib2.final_cell_0565,alpha,indiv1
1146,human1_lib2.final_cell_0579,alpha,indiv1
1148,human1_lib2.final_cell_0581,alpha,indiv1
1158,human1_lib2.final_cell_0591,alpha,indiv1
1175,human1_lib2.final_cell_0608,alpha,indiv1
1180,human1_lib2.final_cell_0613,alpha,indiv1
1190,human1_lib2.final_cell_0623,alpha,indiv1
1195,human1_lib2.final_cell_0628,alpha,indiv1
1245,human1_lib3.final_cell_0049,alpha,indiv1
1276,human1_lib3.final_cell_0080,alpha,indiv1
1279,human1_lib3.final_cell_0083,alpha,indiv1
1280,human1_lib3.final_cell_0084,alpha,indiv1
1296,human1_lib3.final_cell_0100,alpha,indiv1
1298,human1_lib3.final_cell_0102,alpha,indiv1
1319,human1_lib3.final_cell_0123,alpha,indiv1
1325,human1_lib3.final_cell_0129,alpha,indiv1
1343,human1_lib3.final_cell_0147,alpha,indiv1
1350,human1_lib3.final_cell_0154,alpha,indiv1
1366,human1_lib3.final_cell_0170,alpha,indiv1
1370,human1_lib3.final_cell_0174,alpha,indiv1
1376,human1_lib3.final_cell_0180,alpha,indiv1
1381,human1_lib3.final_cell_0185,alpha,indiv1
1386,human1_lib3.final_cell_0190,alpha,indiv1
1395,human1_lib3.final_cell_0199,alpha,indiv1
1399,human1_lib3.final_cell_0203,alpha,indiv1
1406,human1_lib3.final_cell_0210,alpha,indiv1
1422,human1_lib3.final_cell_0226,alpha,indiv1
1425,human1_lib3.final_cell_0229,alpha,indiv1
1434,human1_lib3.final_cell_0238,alpha,indiv1
1438,human1_lib3.final_cell_0242,alpha,indiv1
1441,human1_lib3.final_cell_0245,alpha,indiv1
1444,human1_lib3.final_cell_0248,alpha,indiv1
1463,human1_lib3.final_cell_0267,alpha,indiv1
1465,human1_lib3.final_cell_0269,alpha,indiv1
1469,human1_lib3.final_cell_0273,alpha,indiv1
1471,human1_lib3.final_cell_0275,alpha,indiv1
1477,human1_lib3.final_cell_0281,alpha,indiv1
1485,human1_lib3.final_cell_0289,alpha,indiv1
1489,human1_lib3.final_cell_0293,alpha,indiv1
1490,human1_lib3.final_cell_0294,alpha,indiv1
1495,human1_lib3.final_cell_0299,alpha,indiv1
1505,human1_lib3.final_cell_0309,alpha,indiv1
1511,human1_lib3.final_cell_0315,alpha,indiv1
1512,human1_lib3.final_cell_0316,alpha,indiv1
1526,human1_lib3.final_cell_0330,alpha,indiv1
1537,human1_lib3.final_cell_0341,alpha,indiv1
1539,human1_lib3.final_cell_0343,alpha,indiv1
1540,human1_lib3.final_cell_0344,alpha,indiv1
1552,human1_lib3.final_cell_0356,alpha,indiv1
1557,human1_lib3.final_cell_0361,alpha,indiv1
1561,human1_lib3.final_cell_0365,alpha,indiv1
1562,human1_lib3.final_cell_0366,alpha,indiv1
1565,human1_lib3.final_cell_0369,alpha,indiv1
1577,human1_lib3.final_cell_0381,alpha,indiv1
1580,human1_lib3.final_cell_0384,alpha,indiv1
1586,human1_lib3.final_cell_0390,alpha,indiv1
1587,human1_lib3.final_cell_0391,alpha,indiv1
1588,human1_lib3.final_cell_0392,alpha,indiv1
1589,human1_lib3.final_cell_0393,alpha,indiv1
1591,human1_lib3.final_cell_0395,alpha,indiv1
1593,human1_lib3.final_cell_0397,alpha,indiv1
1597,human1_lib3.final_cell_0401,alpha,indiv1
1599,human1_lib3.final_cell_0403,alpha,indiv1
1603,human1_lib3.final_cell_0407,alpha,indiv1
1622,human1_lib3.final_cell_0426,alpha,indiv1
1626,human1_lib3.final_cell_0430,alpha,indiv1
1632,human1_lib3.final_cell_0436,alpha,indiv1
1655,human1_lib3.final_cell_0459,alpha,indiv1
1656,human1_lib3.final_cell_0460,alpha,indiv1
1661,human1_lib3.final_cell_0465,alpha,indiv1
1667,human1_lib3.final_cell_0471,alpha,indiv1
1669,human1_lib3.final_cell_0473,alpha,indiv1
1671,human1_lib3.final_cell_0475,alpha,indiv1
1683,human1_lib3.final_cell_0487,alpha,indiv1
1685,human1_lib3.final_cell_0489,alpha,indiv1
1686,human1_lib3.final_cell_0490,alpha,indiv1
1690,human1_lib3.final_cell_0494,alpha,indiv1
1694,human1_lib3.final_cell_0498,alpha,indiv1
1701,human1_lib3.final_cell_0505,alpha,indiv1
1710,human1_lib3.final_cell_0514,alpha,indiv1
1714,human1_lib3.final_cell_0518,alpha,indiv1
1720,human1_lib3.final_cell_0524,alpha,indiv1
1725,human1_lib3.final_cell_0529,alpha,indiv1
1731,human1_lib3.final_cell_0535,alpha,indiv1
1732,human1_lib3.final_cell_0536,alpha,indiv1
1764,human1_lib3.final_cell_0568,alpha,indiv1
1772,human1_lib3.final_cell_0576,alpha,indiv1
1783,human1_lib3.final_cell_0587,alpha,indiv1
1795,human1_lib3.final_cell_0599,alpha,indiv1
1801,human1_lib3.final_cell_0605,alpha,indiv1
1812,human1_lib3.final_cell_0616,alpha,indiv1
1832,human1_lib3.final_cell_0636,alpha,indiv1
1851,human1_lib3.final_cell_0655,alpha,indiv1
1856,human1_lib3.final_cell_0660,alpha,indiv1
1864,human1_lib3.final_cell_0668,alpha,indiv1
1870,human1_lib3.final_cell_0674,alpha,indiv1
1873,human1_lib3.final_cell_0677,alpha,indiv1
1874,human1_lib3.final_cell_0678,alpha,indiv1
1882,human1_lib3.final_cell_0686,alpha,indiv1
1895,human1_lib3.final_cell_0699,alpha,indiv1
1904,human1_lib3.final_cell_0708,alpha,indiv1
1927,human1_lib3.final_cell_0731,alpha,indiv1
1931,human1_lib3.final_cell_0735,alpha,indiv1
1939,human2_lib1.final_cell_0003,alpha,indiv2
1949,human2_lib1.final_cell_0013,alpha,indiv2
1951,human2_lib1.final_cell_0015,alpha,indiv2
1952,human2_lib1.final_cell_0016,alpha,indiv2
1955,human2_lib1.final_cell_0019,alpha,indiv2
1956,human2_lib1.final_cell_0020,alpha,indiv2
1958,human2_lib1.final_cell_0022,alpha,indiv2
1959,human2_lib1.final_cell_0023,alpha,indiv2
1962,human2_lib1.final_cell_0026,alpha,indiv2
1969,human2_lib1.final_cell_0033,alpha,indiv2
1973,human2_lib1.final_cell_0037,alpha,indiv2
1975,human2_lib1.final_cell_0039,alpha,indiv2
1977,human2_lib1.final_cell_0041,alpha,indiv2
1981,human2_lib1.final_cell_0045,alpha,indiv2
1982,human2_lib1.final_cell_0046,alpha,indiv2
1983,human2_lib1.final_cell_0047,alpha,indiv2
1984,human2_lib1.final_cell_0048,alpha,indiv2
1988,human2_lib1.final_cell_0052,alpha,indiv2
1991,human2_lib1.final_cell_0055,alpha,indiv2
1995,human2_lib1.final_cell_0059,alpha,indiv2
1998,human2_lib1.final_cell_0062,alpha,indiv2
2000,human2_lib1.final_cell_0064,alpha,indiv2
2001,human2_lib1.final_cell_0065,alpha,indiv2
2002,human2_lib1.final_cell_0066,alpha,indiv2
2008,human2_lib1.final_cell_0072,alpha,indiv2
2011,human2_lib1.final_cell_0075,alpha,indiv2
2013,human2_lib1.final_cell_0077,alpha,indiv2
2015,human2_lib1.final_cell_0079,alpha,indiv2
2017,human2_lib1.final_cell_0081,alpha,indiv2
2020,human2_lib1.final_cell_0084,alpha,indiv2
2021,human2_lib1.final_cell_0085,alpha,indiv2
2023,human2_lib1.final_cell_0087,alpha,indiv2
2024,human2_lib1.final_cell_0088,alpha,indiv2
2025,human2_lib1.final_cell_0089,alpha,indiv2
2027,human2_lib1.final_cell_0091,alpha,indiv2
2029,human2_lib1.final_cell_0093,alpha,indiv2
2033,human2_lib1.final_cell_0097,alpha,indiv2
2035,human2_lib1.final_cell_0099,alpha,indiv2
2039,human2_lib1.final_cell_0103,alpha,indiv2
2042,human2_lib1.final_cell_0106,alpha,indiv2
2044,human2_lib1.final_cell_0108,alpha,indiv2
2045,human2_lib1.final_cell_0109,alpha,indiv2
2046,human2_lib1.final_cell_0110,alpha,indiv2
2050,human2_lib1.final_cell_0114,alpha,indiv2
2052,human2_lib1.final_cell_0116,alpha,indiv2
2054,human2_lib1.final_cell_0118,alpha,indiv2
2056,human2_lib1.final_cell_0120,alpha,indiv2
2058,human2_lib1.final_cell_0122,alpha,indiv2
2063,human2_lib1.final_cell_0127,alpha,indiv2
2066,human2_lib1.final_cell_0130,alpha,indiv2
2067,human2_lib1.final_cell_0131,alpha,indiv2
2068,human2_lib1.final_cell_0132,alpha,indiv2
2069,human2_lib1.final_cell_0133,alpha,indiv2
2071,human2_lib1.final_cell_0135,alpha,indiv2
2076,human2_lib1.final_cell_0140,alpha,indiv2
2078,human2_lib1.final_cell_0142,alpha,indiv2
2080,human2_lib1.final_cell_0144,alpha,indiv2
2082,human2_lib1.final_cell_0146,alpha,indiv2
2083,human2_lib1.final_cell_0147,alpha,indiv2
2084,human2_lib1.final_cell_0148,alpha,indiv2
2085,human2_lib1.final_cell_0149,alpha,indiv2
2089,human2_lib1.final_cell_0153,alpha,indiv2
2090,human2_lib1.final_cell_0154,alpha,indiv2
2093,human2_lib1.final_cell_0157,alpha,indiv2
2094,human2_lib1.final_cell_0158,alpha,indiv2
2097,human2_lib1.final_cell_0161,alpha,indiv2
2098,human2_lib1.final_cell_0162,alpha,indiv2
2099,human2_lib1.final_cell_0163,alpha,indiv2
2100,human2_lib1.final_cell_0164,alpha,indiv2
2102,human2_lib1.final_cell_0166,alpha,indiv2
2104,human2_lib1.final_cell_0168,alpha,indiv2
2106,human2_lib1.final_cell_0170,alpha,indiv2
2108,human2_lib1.final_cell_0172,alpha,indiv2
2110,human2_lib1.final_cell_0174,alpha,indiv2
2111,human2_lib1.final_cell_0175,alpha,indiv2
2112,human2_lib1.final_cell_0176,alpha,indiv2
2114,human2_lib1.final_cell_0178,alpha,indiv2
2115,human2_lib1.final_cell_0179,alpha,indiv2
2116,human2_lib1.final_cell_0180,alpha,indiv2
2120,human2_lib1.final_cell_0184,alpha,indiv2
2127,human2_lib1.final_cell_0191,alpha,indiv2
2135,human2_lib1.final_cell_0199,alpha,indiv2
2139,human2_lib1.final_cell_0203,alpha,indiv2
2144,human2_lib1.final_cell_0208,alpha,indiv2
2145,human2_lib1.final_cell_0209,alpha,indiv2
2146,human2_lib1.final_cell_0210,alpha,indiv2
2148,human2_lib1.final_cell_0212,alpha,indiv2
2150,human2_lib1.final_cell_0214,alpha,indiv2
2154,human2_lib1.final_cell_0218,alpha,indiv2
2156,human2_lib1.final_cell_0220,alpha,indiv2
2157,human2_lib1.final_cell_0221,alpha,indiv2
2158,human2_lib1.final_cell_0222,alpha,indiv2
2161,human2_lib1.final_cell_0225,alpha,indiv2
2164,human2_lib1.final_cell_0228,alpha,indiv2
2165,human2_lib1.final_cell_0229,alpha,indiv2
2166,human2_lib1.final_cell_0230,alpha,indiv2
2171,human2_lib1.final_cell_0235,alpha,indiv2
2175,human2_lib1.final_cell_0239,alpha,indiv2
2176,human2_lib1.final_cell_0240,alpha,indiv2
2177,human2_lib1.final_cell_0241,alpha,indiv2
2179,human2_lib1.final_cell_0243,alpha,indiv2
2181,human2_lib1.final_cell_0245,alpha,indiv2
2186,human2_lib1.final_cell_0250,alpha,indiv2
2194,human2_lib1.final_cell_0258,alpha,indiv2
2200,human2_lib1.final_cell_0264,alpha,indiv2
2201,human2_lib1.final_cell_0265,alpha,indiv2
2204,human2_lib1.final_cell_0268,alpha,indiv2
2207,human2_lib1.final_cell_0271,alpha,indiv2
2213,human2_lib1.final_cell_0277,alpha,indiv2
2215,human2_lib1.final_cell_0279,alpha,indiv2
2222,human2_lib1.final_cell_0286,alpha,indiv2
2225,human2_lib1.final_cell_0289,alpha,indiv2
2228,human2_lib1.final_cell_0292,alpha,indiv2
2230,human2_lib1.final_cell_0294,alpha,indiv2
2235,human2_lib1.final_cell_0299,alpha,indiv2
2236,human2_lib1.final_cell_0300,alpha,indiv2
2237,human2_lib1.final_cell_0301,alpha,indiv2
2238,human2_lib1.final_cell_0302,alpha,indiv2
2241,human2_lib1.final_cell_0305,alpha,indiv2
2242,human2_lib1.final_cell_0306,alpha,indiv2
2244,human2_lib1.final_cell_0308,alpha,indiv2
2246,human2_lib1.final_cell_0310,alpha,indiv2
2247,human2_lib1.final_cell_0311,alpha,indiv2
2251,human2_lib1.final_cell_0315,alpha,indiv2
2252,human2_lib1.final_cell_0316,alpha,indiv2
2256,human2_lib1.final_cell_0320,alpha,indiv2
2258,human2_lib1.final_cell_0322,alpha,indiv2
2265,human2_lib1.final_cell_0329,alpha,indiv2
2267,human2_lib1.final_cell_0331,alpha,indiv2
2271,human2_lib1.final_cell_0335,alpha,indiv2
2272,human2_lib1.final_cell_0336,alpha,indiv2
2273,human2_lib1.final_cell_0337,alpha,indiv2
2274,human2_lib1.final_cell_0338,alpha,indiv2
2275,human2_lib1.final_cell_0339,alpha,indiv2
2276,human2_lib1.final_cell_0340,alpha,indiv2
2278,human2_lib1.final_cell_0342,alpha,indiv2
2279,human2_lib1.final_cell_0343,alpha,indiv2
2281,human2_lib1.final_cell_0345,alpha,indiv2
2285,human2_lib1.final_cell_0349,alpha,indiv2
2288,human2_lib1.final_cell_0352,alpha,indiv2
2289,human2_lib1.final_cell_0353,alpha,indiv2
2292,human2_lib1.final_cell_0356,alpha,indiv2
2293,human2_lib1.final_cell_0357,alpha,indiv2
2295,human2_lib1.final_cell_0359,alpha,indiv2
2296,human2_lib1.final_cell_0360,alpha,indiv2
2299,human2_lib1.final_cell_0363,alpha,indiv2
2303,human2_lib1.final_cell_0367,alpha,indiv2
2305,human2_lib1.final_cell_0369,alpha,indiv2
2306,human2_lib1.final_cell_0370,alpha,indiv2
2307,human2_lib1.final_cell_0371,alpha,indiv2
2310,human2_lib1.final_cell_0374,alpha,indiv2
2311,human2_lib1.final_cell_0375,alpha,indiv2
2313,human2_lib1.final_cell_0377,alpha,indiv2
2319,human2_lib1.final_cell_0383,alpha,indiv2
2320,human2_lib1.final_cell_0384,alpha,indiv2
2321,human2_lib1.final_cell_0385,alpha,indiv2
2322,human2_lib1.final_cell_0386,alpha,indiv2
2323,human2_lib1.final_cell_0387,alpha,indiv2
2325,human2_lib1.final_cell_0389,alpha,indiv2
2333,human2_lib1.final_cell_0397,alpha,indiv2
2336,human2_lib1.final_cell_0400,alpha,indiv2
2338,human2_lib1.final_cell_0402,alpha,indiv2
2340,human2_lib1.final_cell_0404,alpha,indiv2
2344,human2_lib1.final_cell_0408,alpha,indiv2
2345,human2_lib1.final_cell_0409,alpha,indiv2
2348,human2_lib1.final_cell_0412,alpha,indiv2
2349,human2_lib1.final_cell_0413,alpha,indiv2
2351,human2_lib1.final_cell_0415,alpha,indiv2
2352,human2_lib1.final_cell_0416,alpha,indiv2
2353,human2_lib1.final_cell_0417,alpha,indiv2
2354,human2_lib1.final_cell_0418,alpha,indiv2
2355,human2_lib1.final_cell_0419,alpha,indiv2
2356,human2_lib1.final_cell_0420,alpha,indiv2
2360,human2_lib1.final_cell_0424,alpha,indiv2
2361,human2_lib1.final_cell_0425,alpha,indiv2
2363,human2_lib1.final_cell_0427,alpha,indiv2
2364,human2_lib1.final_cell_0428,alpha,indiv2
2365,human2_lib1.final_cell_0429,alpha,indiv2
2373,human2_lib1.final_cell_0437,alpha,indiv2
2376,human2_lib1.final_cell_0440,alpha,indiv2
2377,human2_lib1.final_cell_0441,alpha,indiv2
2378,human2_lib1.final_cell_0442,alpha,indiv2
2381,human2_lib1.final_cell_0445,alpha,indiv2
2383,human2_lib1.final_cell_0447,alpha,indiv2
2384,human2_lib1.final_cell_0448,alpha,indiv2
2387,human2_lib1.final_cell_0451,alpha,indiv2
2390,human2_lib1.final_cell_0454,alpha,indiv2
2391,human2_lib1.final_cell_0455,alpha,indiv2
2394,human2_lib1.final_cell_0458,alpha,indiv2
2395,human2_lib1.final_cell_0459,alpha,indiv2
2396,human2_lib1.final_cell_0460,alpha,indiv2
2398,human2_lib1.final_cell_0462,alpha,indiv2
2400,human2_lib1.final_cell_0464,alpha,indiv2
2401,human2_lib1.final_cell_0465,alpha,indiv2
2408,human2_lib1.final_cell_0472,alpha,indiv2
2412,human2_lib1.final_cell_0476,alpha,indiv2
2416,human2_lib1.final_cell_0480,alpha,indiv2
2422,human2_lib1.final_cell_0486,alpha,indiv2
2425,human2_lib1.final_cell_0489,alpha,indiv2
2427,human2_lib1.final_cell_0491,alpha,indiv2
2428,human2_lib1.final_cell_0492,alpha,indiv2
2429,human2_lib1.final_cell_0493,alpha,indiv2
2432,human2_lib1.final_cell_0496,alpha,indiv2
2434,human2_lib1.final_cell_0498,alpha,indiv2
2435,human2_lib1.final_cell_0499,alpha,indiv2
2438,human2_lib1.final_cell_0502,alpha,indiv2
2439,human2_lib1.final_cell_0503,alpha,indiv2
2440,human2_lib1.final_cell_0504,alpha,indiv2
2441,human2_lib1.final_cell_0505,alpha,indiv2
2442,human2_lib1.final_cell_0506,alpha,indiv2
2444,human2_lib1.final_cell_0508,alpha,indiv2
2445,human2_lib1.final_cell_0509,alpha,indiv2
2446,human2_lib1.final_cell_0510,alpha,indiv2
2448,human2_lib1.final_cell_0512,alpha,indiv2
2454,human2_lib1.final_cell_0518,alpha,indiv2
2455,human2_lib1.final_cell_0519,alpha,indiv2
2457,human2_lib1.final_cell_0521,alpha,indiv2
2462,human2_lib1.final_cell_0526,alpha,indiv2
2464,human2_lib1.final_cell_0528,alpha,indiv2
2465,human2_lib1.final_cell_0529,alpha,indiv2
2473,human2_lib1.final_cell_0537,alpha,indiv2
2487,human2_lib1.final_cell_0551,alpha,indiv2
2488,human2_lib1.final_cell_0552,alpha,indiv2
2490,human2_lib1.final_cell_0554,alpha,indiv2
2493,human2_lib1.final_cell_0557,alpha,indiv2
